source_row,stable_id,player_name,affl_team,eligibilities,match_status,legacy_name,legacy_team,legacy_eligibilities,previous_vnext_included,previous_vnext_exclusion_reason
609,aaron-cadman,Aaron Cadman,Richmond Tigers,"G-FWD,K-FWD",matched,Aaron Cadman,GWS,K-FWD,True,
705,aaron-naughton,Aaron Naughton,Sydney Swans,"G-FWD,K-FWD",matched,Aaron Naughton,Western Bulldogs,K-FWD,True,
23,adam-cerra,Adam Cerra,Adelaide Crows,MID,matched,Adam Cerra,Fremantle,MID,True,
360,adam-saad,Adam Saad,Geelong Cats,G-DEF,matched,Adam Saad,Gold Coast,GEN_DEF,True,
711,adam-sweid,Adam Sweid,Sydney Swans,MID,matched,Adam Sweid,Fremantle,GEN_FWD,True,
735,adam-treloar,Adam Treloar,West Coast Eagles,"MID,G-FWD",matched,Adam Treloar,GWS,MID,True,
357,aidan-corr,Aidan Corr,Geelong Cats,"G-DEF,K-DEF",matched,Aidan Corr,GWS,K-DEF,True,
265,aidan-johnson,Aidan Johnson,Free agents,"K-FWD,G-FWD",matched,Aidan Johnson,Melbourne,K-FWD,True,
328,aidan-schubert,Aidan Schubert,Fremantle Dockers,"RUCK,G-FWD,K-FWD",matched,Aidan Schubert,Hawthorn,K-FWD,True,
324,aiden-riddle,Aiden Riddle,Fremantle Dockers,RUCK,matched,Aiden Riddle,Fremantle,RUCK,True,
760,alex-davies,Alex Davies,Western Bulldogs,MID,matched,Alex Davies,Gold Coast,MID,True,
435,alex-dodson,Alex Dodson,Hawthorn Hawks,K-FWD,matched,Alex Dodson,St Kilda,RUCK,True,
75,alex-neal-bullen,Alex Neal-Bullen,West Coast Eagles,G-FWD,matched,Alex Neal-Bullen,Melbourne,GEN_FWD,True,
380,alex-pearce,Alex Pearce,Geelong Cats,"G-DEF,K-DEF",matched,Alex Pearce,Fremantle,K-DEF,True,
39,alex-van-wyk,Alex Van Wyk,Adelaide Crows,RUCK,matched,Alex Van Wyk,Port Adelaide,RUCK,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
520,aliir-aliir,Aliir Aliir,North Melbourne Kangaroos,"G-DEF,K-DEF",matched,Aliir Aliir,Sydney,K-DEF,True,
779,alix-tauru,Alix Tauru,Western Bulldogs,"G-DEF,K-DEF,K-FWD,G-FWD",matched,Alix Tauru,St Kilda,K-DEF,True,
645,andrew-brayshaw,Andrew Brayshaw,St Kilda Saints,MID,matched,Andrew Brayshaw,Fremantle,MID,True,
391,andrew-mcgrath,Andrew McGrath,Geelong Cats,G-DEF,matched,Andrew McGrath,Essendon,GEN_DEF,True,
736,andy-moniz-wakefield,Andy Moniz-Wakefield,West Coast Eagles,G-DEF,matched,Andy Moniz-Wakefield,Melbourne,GEN_DEF,True,
492,angus-anderson,Angus Anderson,North Melbourne Kangaroos,MID,matched,Angus Anderson,Collingwood,MID,True,
129,angus-clarke,Angus Clarke,Carlton Blues,"G-DEF,MID",matched,Angus Clarke,Essendon,GEN_DEF,True,
600,angus-hastie,Angus Hastie,Richmond Tigers,G-DEF,matched,Angus Hastie,St Kilda,GEN_DEF,True,
785,angus-sheldrick,Angus Sheldrick,Western Bulldogs,MID,matched,Angus Sheldrick,Sydney,MID,True,
152,anthony-caminiti,Anthony Caminiti,Collingwood Magpies,"G-DEF,K-DEF,K-FWD,G-FWD",matched,Anthony Caminiti,St Kilda,K-FWD,True,
32,archer-day-wicks,Archer Day-Wicks,Adelaide Crows,"G-FWD,MID",matched,Archer Day-Wicks,Essendon,GEN_FWD,True,
452,archer-reid,Archer Reid,Melbourne Demons,"G-FWD,K-FWD",matched,Archer Reid,West Coast,K-FWD,True,
309,archie-ludowyke,Archie Ludowyke,Fremantle Dockers,"G-FWD,K-FWD",matched,Archie Ludowyke,Adelaide,K-FWD,True,
802,archie-may,Archie May,Western Bulldogs,K-FWD,matched,Archie May,Essendon,K-FWD,True,
440,archie-perkins,Archie Perkins,Melbourne Demons,G-FWD,matched,Archie Perkins,Essendon,GEN_FWD,True,
646,archie-roberts,Archie Roberts,St Kilda Saints,G-DEF,matched,Archie Roberts,Essendon,GEN_DEF,True,
18,arthur-jones,Arthur Jones,Adelaide Crows,"MID,G-FWD",matched,Arthur Jones,Western Bulldogs,GEN_FWD,True,
250,asher-eastham,Asher Eastham,Free agents,G-FWD,matched,Asher Eastham,Gold Coast,GEN_FWD,True,
669,ashton-moir,Ashton Moir,St Kilda Saints,G-FWD,matched,Ashton Moir,Carlton,GEN_FWD,True,
467,avery-thomas,Avery Thomas,Melbourne Demons,G-DEF,matched,Avery Thomas,Gold Coast,GEN_DEF,True,
649,bailey-banfield,Bailey Banfield,St Kilda Saints,G-DEF,matched,Bailey Banfield,Fremantle,GEN_DEF,True,
384,bailey-dale,Bailey Dale,Geelong Cats,G-DEF,matched,Bailey Dale,Western Bulldogs,GEN_DEF,True,
773,bailey-humphrey,Bailey Humphrey,Western Bulldogs,"MID,G-FWD",matched,Bailey Humphrey,Gold Coast,GEN_FWD,True,
682,bailey-williams-wc,Bailey J. Williams,Sydney Swans,"RUCK,G-FWD,K-FWD",matched,Bailey J. Williams,West Coast,RUCK,True,
270,bailey-laurie,Bailey Laurie,Free agents,G-FWD,matched,Bailey Laurie,Melbourne,GEN_FWD,True,
790,bailey-macdonald,Bailey MacDonald,Western Bulldogs,G-DEF,matched,Bailey Macdonald,Hawthorn,GEN_DEF,True,
288,bailey-scott,Bailey Scott,Free agents,MID,matched,Bailey Scott,North Melbourne,MID,True,
388,bailey-smith,Bailey Smith,Geelong Cats,MID,matched,Bailey Smith,Western Bulldogs,MID,True,
141,bailey-williams-wb,Bailey Williams,Collingwood Magpies,"G-DEF,MID",matched,Bailey Williams,Western Bulldogs,GEN_DEF,True,
284,balyn-o-brien,Balyn O'Brien,Free agents,G-DEF,matched,Balyn O'Brien,Port Adelaide,GEN_DEF,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
376,bayley-fritsch,Bayley Fritsch,Geelong Cats,G-FWD,matched,Bayley Fritsch,Melbourne,GEN_FWD,True,
345,beau-addinsall,Beau Addinsall,Fremantle Dockers,MID,matched,Beau Addinsall,Gold Coast,MID,True,
734,beau-mccreery,Beau McCreery,West Coast Eagles,G-FWD,matched,Beau McCreery,Collingwood,GEN_FWD,True,
59,ben-ainsworth,Ben Ainsworth,Brisbane Lions,G-FWD,matched,Ben Ainsworth,Gold Coast,GEN_FWD,True,
314,ben-camporeale,Ben Camporeale,Fremantle Dockers,MID,matched,Ben Camporeale,Carlton,MID,True,
264,ben-jepson,Ben Jepson,Free agents,MID,matched,Ben Jepson,Gold Coast,MID,True,
20,ben-keays,Ben Keays,Adelaide Crows,G-FWD,matched,Ben Keays,Brisbane,GEN_FWD,True,
673,ben-king,Ben King,Sydney Swans,"G-FWD,K-FWD",matched,Ben King,Gold Coast,K-FWD,True,
601,ben-long,Ben Long,Richmond Tigers,G-FWD,matched,Ben Long,St Kilda,GEN_FWD,True,
752,ben-mckay,Ben McKay,West Coast Eagles,"G-DEF,K-DEF",matched,Ben McKay,North Melbourne,K-DEF,True,
687,ben-miller,Ben Miller,Sydney Swans,"G-DEF,K-DEF",matched,Ben Miller,Richmond,K-DEF,True,
504,ben-murphy,Ben Murphy,North Melbourne Kangaroos,G-DEF,matched,Ben Murphy,,GEN_DEF,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
236,benny-barrett,Benny Barrett,Free agents,G-FWD,matched,Benny Barrett,Port Adelaide,GEN_FWD,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
219,billy-cootee,Billy Cootee,Essendon Bombers,MID,matched,Billy Cootee,Sydney,MID,True,
190,billy-dowling,Billy Dowling,Essendon Bombers,"MID,G-FWD",matched,Billy Dowling,Adelaide,GEN_FWD,True,
57,billy-frampton,Billy Frampton,Brisbane Lions,"G-DEF,K-DEF",matched,Billy Frampton,Port Adelaide,K-DEF,True,
93,billy-wilson,Billy Wilson,Carlton Blues,G-DEF,matched,Billy Wilson,Carlton,GEN_DEF,True,
60,blake-acres,Blake Acres,Brisbane Lions,MID,matched,Blake Acres,St Kilda,MID,True,
550,blake-hardwick,Blake Hardwick,Port Adelaide Power,G-DEF,matched,Blake Hardwick,Hawthorn,GEN_DEF,True,
225,blake-howes,Blake Howes,Essendon Bombers,G-DEF,matched,Blake Howes,Melbourne,GEN_DEF,True,
335,blake-thredgold,Blake Thredgold,Fremantle Dockers,"G-DEF,K-DEF",matched,Blake Thredgold,North Melbourne,K-DEF,True,
462,bo-allan,Bo Allan,Melbourne Demons,"G-DEF,MID",matched,Bo Allan,West Coast,GEN_DEF,True,
193,bobby-hill,Bobby Hill,West Coast Eagles,G-FWD,matched,Bobby Hill,GWS,GEN_FWD,True,
548,bodhi-uwland,Bodhi Uwland,Port Adelaide Power,G-DEF,matched,Bodhi Uwland,Gold Coast,GEN_DEF,True,
159,bodie-ryan,Bodie Ryan,Collingwood Magpies,G-DEF,matched,Bodie Ryan,Hawthorn,GEN_DEF,True,
378,bradley-close,Bradley Close,Geelong Cats,G-FWD,matched,Bradley Close,Geelong,GEN_FWD,True,
549,bradley-hill,Bradley Hill,Port Adelaide Power,"MID,G-FWD",matched,Bradley Hill,Hawthorn,GEN_FWD,True,
215,brady-hough,Brady Hough,Essendon Bombers,"G-DEF,MID",matched,Brady Hough,West Coast,GEN_DEF,True,
221,braeden-campbell,Braeden Campbell,Essendon Bombers,G-FWD,matched,Braeden Campbell,Sydney,GEN_DEF,True,
479,brandon-starcevich,Brandon Starcevich,Melbourne Demons,G-DEF,matched,Brandon Starcevich,Brisbane,GEN_DEF,True,
556,brandon-walker,Brandon Walker,Port Adelaide Power,G-DEF,matched,Brandon Walker,Fremantle,GEN_DEF,True,
301,brandon-zerk-thatcher,Brandon Zerk-Thatcher,Free agents,"K-DEF,G-DEF",matched,Brandon Zerk-Thatcher,Essendon,K-DEF,True,
491,brayden-cook,Brayden Cook,North Melbourne Kangaroos,"MID,G-FWD",matched,Brayden Cook,Adelaide,MID,True,
79,brayden-fiorini,Brayden Fiorini,Brisbane Lions,MID,matched,Brayden Fiorini,Gold Coast,MID,True,
586,brayden-george,Brayden George,Richmond Tigers,G-FWD,matched,Brayden George,North Melbourne,GEN_FWD,False,no_current_or_historical_scoring_games+no_recent_activity_signal+not_recent_unplayed_draftee
489,brayden-maynard,Brayden Maynard,North Melbourne Kangaroos,G-DEF,matched,Brayden Maynard,Collingwood,GEN_DEF,True,
685,brennan-cox,Brennan Cox,Sydney Swans,"G-DEF,K-DEF",matched,Brennan Cox,Fremantle,K-DEF,True,
759,brent-daniels,Brent Daniels,Essendon Bombers,"G-FWD,MID",matched,Brent Daniels,GWS,GEN_FWD,True,
626,brodie-grundy,Brodie Grundy,St Kilda Saints,RUCK,matched,Brodie Grundy,Collingwood,RUCK,True,
382,brodie-kemp,Brodie Kemp,Geelong Cats,"G-FWD,K-FWD",matched,Brodie Kemp,Carlton,K-FWD,True,
61,brody-mihocek,Brody Mihocek,Brisbane Lions,"G-FWD,K-FWD",matched,Brody Mihocek,Collingwood,K-FWD,True,
490,bruce-reville,Bruce Reville,North Melbourne Kangaroos,MID,matched,Bruce Reville,Brisbane,MID,True,
50,buku-khamis,Buku Khamis,Brisbane Lions,"G-DEF,G-FWD,K-FWD,K-DEF",matched,Buku Khamis,Western Bulldogs,K-DEF,True,
98,caiden-cleary,Caiden Cleary,Carlton Blues,G-FWD,matched,Caiden Cleary,Sydney,GEN_FWD,True,
539,caleb-daniel,Caleb Daniel,Port Adelaide Power,G-DEF,matched,Caleb Daniel,Western Bulldogs,GEN_DEF,True,
256,caleb-graham,Caleb Graham,Free agents,"K-DEF,G-DEF",matched,Caleb Graham,Gold Coast,K-DEF,False,no_recent_activity_signal+not_recent_unplayed_draftee
271,caleb-lewis,Caleb Lewis,Free agents,"K-FWD,G-FWD",matched,Caleb Lewis,Gold Coast,K-FWD,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
461,caleb-may,Caleb May,Melbourne Demons,RUCK,matched,Caleb May,Western Bulldogs,RUCK,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
796,caleb-serong,Caleb Serong,Western Bulldogs,MID,matched,Caleb Serong,Fremantle,MID,True,
791,caleb-windsor,Caleb Windsor,Western Bulldogs,"G-DEF,MID",matched,Caleb Windsor,Melbourne,MID,True,
353,callum-ah-chee,Callum Ah Chee,Geelong Cats,G-FWD,matched,Callum Ah Chee,Gold Coast,GEN_FWD,True,
246,callum-coleman-jones,Callum Coleman-Jones,Free agents,RUCK,matched,Callum Coleman-Jones,Richmond,K-FWD,True,
629,callum-brown-ire,Callum M. Brown,St Kilda Saints,G-FWD,matched,Callum M. Brown,GWS,GEN_FWD,True,
155,callum-mills,Callum Mills,Collingwood Magpies,G-DEF,matched,Callum Mills,Sydney,GEN_DEF,True,
527,callum-wilkie,Callum Wilkie,North Melbourne Kangaroos,"G-DEF,K-DEF",matched,Callum Wilkie,St Kilda,K-DEF,True,
166,calsher-dear,Calsher Dear,Collingwood Magpies,"G-FWD,K-FWD",matched,Calsher Dear,Hawthorn,K-FWD,True,
803,cameron-mackenzie,Cameron Mackenzie,Western Bulldogs,MID,matched,Cameron Mackenzie,Hawthorn,MID,True,
398,cameron-nairn,Cameron Nairn,Hawthorn Hawks,"MID,G-FWD",matched,Cameron Nairn,Hawthorn,GEN_FWD,True,
371,cameron-rayner,Cameron Rayner,Geelong Cats,G-FWD,matched,Cameron Rayner,Brisbane,GEN_FWD,True,
613,cameron-zurhaar,Cameron Zurhaar,Richmond Tigers,"G-FWD,G-DEF",matched,Cameron Zurhaar,North Melbourne,GEN_FWD,True,
91,campbell-chesser,Campbell Chesser,Essendon Bombers,MID,matched,Campbell Chesser,West Coast,MID,True,
96,campbell-gray,Campbell Gray,Carlton Blues,"G-DEF,K-DEF,RUCK",matched,Campbell Gray,Richmond,K-DEF,True,
603,campbell-lake,Campbell Lake,Richmond Tigers,"G-FWD,MID",matched,Campbell Lake,St Kilda,GEN_FWD,True,
509,chad-warner,Chad Warner,North Melbourne Kangaroos,"MID,G-FWD",matched,Chad Warner,Sydney,MID,True,
800,changkuoth-jiath,Changkuoth Jiath,Western Bulldogs,G-DEF,matched,Changkuoth Jiath,Hawthorn,GEN_DEF,True,
95,charlie-ballard,Charlie Ballard,Carlton Blues,"G-DEF,K-DEF",matched,Charlie Ballard,Gold Coast,K-DEF,True,
484,charlie-banfield,Charlie Banfield,Melbourne Demons,"MID,G-FWD",matched,Charlie Banfield,St Kilda,MID,True,
708,charlie-cameron,Charlie Cameron,Sydney Swans,G-FWD,matched,Charlie Cameron,Adelaide,GEN_FWD,True,
639,charlie-comben,Charlie Comben,St Kilda Saints,K-DEF,matched,Charlie Comben,North Melbourne,K-DEF,True,
9,charlie-curnow,Charlie Curnow,Adelaide Crows,"G-FWD,K-FWD",matched,Charlie Curnow,Carlton,K-FWD,True,
437,charlie-edwards,Charlie Edwards,Hawthorn Hawks,"G-DEF,MID",matched,Charlie Edwards,Adelaide,MID,True,
400,charlie-nicholls,Charlie Nicholls,Hawthorn Hawks,"G-FWD,K-FWD",matched,Charlie Nicholls,Fremantle,K-FWD,True,
573,charlie-spargo,Charlie Spargo,Port Adelaide Power,G-FWD,matched,Charlie Spargo,Melbourne,GEN_FWD,True,
789,charlie-west,Charlie West,Western Bulldogs,"G-FWD,K-FWD",matched,Charlie West,Collingwood,K-FWD,True,
266,chayce-jones,Chayce Jones,Free agents,"G-DEF,MID",matched,Chayce Jones,Adelaide,MID,True,
604,chris-scerri,Chris Scerri,Richmond Tigers,"G-FWD,MID",matched,Chris Scerri,Fremantle,GEN_FWD,True,
620,christian-moraes,Christian Moraes,Richmond Tigers,"MID,G-FWD",matched,Christian Moraes,Port Adelaide,MID,True,
750,christian-petracca,Christian Petracca,West Coast Eagles,"MID,G-FWD",matched,Christian Petracca,Melbourne,MID,True,
553,christian-salem,Christian Salem,Port Adelaide Power,G-DEF,matched,Christian Salem,Melbourne,GEN_DEF,True,
241,cillian-bourke,Cillian Bourke,Free agents,G-DEF,matched,Cillian Bourke,,GEN_DEF,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
562,cillian-burke,Cillian Burke,Port Adelaide Power,G-DEF,matched,Cillian Burke,Geelong,GEN_DEF,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
169,clay-hall,Clay Hall,Collingwood Magpies,MID,matched,Clay Hall,West Coast,MID,True,
488,clayton-oliver,Clayton Oliver,North Melbourne Kangaroos,MID,matched,Clayton Oliver,Melbourne,MID,True,
232,cody-anderson,Cody Anderson,Free agents,G-FWD,matched,Cody Anderson,Hawthorn,GEN_FWD,True,
399,cody-angove,Cody Angove,Hawthorn Hawks,G-FWD,matched,Cody Angove,GWS,MID,True,
628,cody-curtin,Cody Curtin,St Kilda Saints,"G-FWD,K-FWD",matched,Cody Curtin,Brisbane,K-FWD,True,
148,cody-weightman,Cody Weightman,Collingwood Magpies,G-FWD,matched,Cody Weightman,Western Bulldogs,GEN_FWD,True,
589,colby-mckercher,Colby McKercher,Richmond Tigers,"G-DEF,G-FWD",matched,Colby McKercher,North Melbourne,MID,True,
69,connor-budarick,Connor Budarick,Brisbane Lions,"G-FWD,G-DEF",matched,Connor Budarick,Gold Coast,GEN_DEF,True,
494,connor-idun,Connor Idun,North Melbourne Kangaroos,G-DEF,matched,Connor Idun,GWS,GEN_DEF,True,
579,connor-macdonald,Connor MacDonald,Richmond Tigers,G-FWD,matched,Connor MacDonald,Hawthorn,GEN_FWD,True,
768,connor-o-sullivan,Connor O'Sullivan,Western Bulldogs,"G-DEF,K-DEF",matched,Connor O'Sullivan,Geelong,K-DEF,True,
38,connor-rozee,Connor Rozee,Adelaide Crows,"G-DEF,MID",matched,Connor Rozee,Port Adelaide,MID,True,
624,conor-mckenna,Conor McKenna,St Kilda Saints,G-FWD,matched,Conor McKenna,Essendon,GEN_FWD,True,
696,conor-nash,Conor Nash,Sydney Swans,MID,matched,Conor Nash,Hawthorn,MID,True,
192,conor-stone,Conor Stone,Brisbane Lions,G-DEF,matched,Conor Stone,GWS,GEN_DEF,True,
237,cooper-bell,Cooper Bell,Free agents,"K-FWD,K-DEF,G-FWD,G-DEF",matched,Cooper Bell,Gold Coast,K-DEF,True,
343,cooper-duff-tytler,Cooper Duff-Tytler,Fremantle Dockers,"RUCK,G-FWD,K-FWD",matched,Cooper Duff-Tytler,West Coast,K-FWD,True,
607,cooper-harvey,Cooper Harvey,Richmond Tigers,G-FWD,matched,Cooper Harvey,North Melbourne,GEN_FWD,True,
320,cooper-hynes,Cooper Hynes,Fremantle Dockers,G-FWD,matched,Cooper Hynes,Western Bulldogs,MID,True,
769,cooper-lord,Cooper Lord,Western Bulldogs,MID,matched,Cooper Lord,Carlton,MID,True,
42,cooper-sharman,Cooper Sharman,Adelaide Crows,"G-FWD,K-FWD",matched,Cooper Sharman,St Kilda,K-FWD,True,
602,cooper-simpson,Cooper Simpson,Richmond Tigers,G-DEF,matched,Cooper Simpson,Fremantle,GEN_DEF,True,
594,cooper-trembath,Cooper Trembath,Richmond Tigers,"G-FWD,K-FWD",matched,Cooper Trembath,North Melbourne,K-FWD,True,
565,corey-durdin,Corey Durdin,Port Adelaide Power,G-FWD,matched,Corey Durdin,Carlton,GEN_FWD,True,
688,corey-wagner,Corey Wagner,Sydney Swans,"MID,G-DEF",matched,Corey Wagner,North Melbourne,GEN_DEF,True,
475,corey-warner,Corey Warner,Melbourne Demons,"MID,G-FWD",matched,Corey Warner,Sydney,GEN_FWD,True,
630,dan-houston,Dan Houston,St Kilda Saints,G-DEF,matched,Dan Houston,Port Adelaide,GEN_DEF,True,
62,dane-rampe,Dane Rampe,Brisbane Lions,G-DEF,matched,Dane Rampe,Sydney,GEN_DEF,True,
325,daniel-annable,Daniel Annable,Fremantle Dockers,MID,matched,Daniel Annable,Brisbane,MID,True,
244,daniel-butler,Daniel Butler,Free agents,G-FWD,matched,Daniel Butler,Richmond,GEN_FWD,True,
485,daniel-curtin,Daniel Curtin,Melbourne Demons,MID,matched,Daniel Curtin,Adelaide,MID,True,
87,daniel-mcstay,Daniel McStay,Brisbane Lions,"G-FWD,K-FWD",matched,Daniel McStay,Brisbane,K-FWD,True,
165,daniel-rioli,Daniel Rioli,Collingwood Magpies,G-DEF,matched,Daniel Rioli,Richmond,GEN_DEF,True,
751,daniel-turner,Daniel Turner,West Coast Eagles,"G-DEF,K-DEF",matched,Daniel Turner,Melbourne,K-DEF,True,
25,dante-visentini,Dante Visentini,Adelaide Crows,"RUCK,G-FWD,K-FWD",matched,Dante Visentini,Port Adelaide,RUCK,True,
572,darcy-byrne-jones,Darcy Byrne-Jones,Port Adelaide Power,"G-FWD,G-DEF",matched,Darcy Byrne-Jones,Port Adelaide,GEN_DEF,True,
740,darcy-cameron,Darcy Cameron,West Coast Eagles,RUCK,matched,Darcy Cameron,Sydney,RUCK,True,
568,darcy-fogarty,Darcy Fogarty,Port Adelaide Power,"G-FWD,K-FWD",matched,Darcy Fogarty,Adelaide,K-FWD,True,
167,darcy-fort,Darcy Fort,Collingwood Magpies,RUCK,matched,Darcy Fort,Geelong,RUCK,True,
354,darcy-gardiner,Darcy Gardiner,Geelong Cats,"G-DEF,K-FWD",matched,Darcy Gardiner,Brisbane,K-DEF,True,
218,darcy-jones,Darcy Jones,Essendon Bombers,G-FWD,matched,Darcy Jones,GWS,GEN_FWD,True,
733,darcy-moore,Darcy Moore,Essendon Bombers,"G-DEF,K-DEF",matched,Darcy Moore,Collingwood,K-DEF,True,
156,darcy-parish,Darcy Parish,Collingwood Magpies,MID,matched,Darcy Parish,Essendon,MID,True,
408,darcy-wilmot,Darcy Wilmot,Hawthorn Hawks,G-DEF,matched,Darcy Wilmot,Brisbane,GEN_DEF,True,
775,darcy-wilson,Darcy Wilson,Western Bulldogs,"MID,G-FWD",matched,Darcy Wilson,St Kilda,GEN_FWD,True,
268,darragh-joyce,Darragh Joyce,Free agents,"K-DEF,G-DEF",matched,Darragh Joyce,St Kilda,K-DEF,True,
536,dayne-zorko,Dayne Zorko,Port Adelaide Power,G-DEF,matched,Dayne Zorko,,GEN_DEF,True,
466,deven-robertson,Deven Robertson,Melbourne Demons,"G-FWD,MID",matched,Deven Robertson,Brisbane,MID,True,
689,dion-prestia,Dion Prestia,Sydney Swans,"MID,G-FWD",matched,Dion Prestia,Gold Coast,MID,True,
567,dougal-howard,Dougal Howard,Port Adelaide Power,"G-DEF,K-DEF",matched,Dougal Howard,Port Adelaide,K-DEF,True,
416,dylan-moore,Dylan Moore,Hawthorn Hawks,G-FWD,matched,Dylan Moore,Hawthorn,GEN_FWD,True,
134,dylan-patterson,Dylan Patterson,Melbourne Demons,G-DEF,matched,Dylan Patterson,Gold Coast,GEN_DEF,True,
194,dylan-stephens,Dylan Stephens,Essendon Bombers,MID,matched,Dylan Stephens,Sydney,MID,True,
334,dyson-sharp,Dyson Sharp,Fremantle Dockers,MID,matched,Dyson Sharp,Essendon,MID,True,
411,eamonn-armstrong,Eamonn Armstrong,Hawthorn Hawks,G-DEF,matched,Eamonn Armstrong,St Kilda,GEN_DEF,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
713,ed-langdon,Ed Langdon,Sydney Swans,"MID,G-FWD,G-DEF",matched,Ed Langdon,Fremantle,GEN_DEF,True,
650,ed-richards,Ed Richards,St Kilda Saints,MID,matched,Ed Richards,Western Bulldogs,MID,True,
584,edward-allan,Edward Allan,Richmond Tigers,MID,matched,Edward Allan,Collingwood,MID,True,
445,elijah-hewett,Elijah Hewett,Melbourne Demons,MID,matched,Elijah Hewett,West Coast,MID,True,
213,elijah-hollands,Elijah Hollands,Essendon Bombers,"G-FWD,MID",matched,Elijah Hollands,Gold Coast,GEN_FWD,True,
451,elijah-tsatas,Elijah Tsatas,Melbourne Demons,MID,matched,Elijah Tsatas,Essendon,MID,True,
523,elliot-yeo,Elliot Yeo,North Melbourne Kangaroos,"MID,G-FWD",matched,Elliot Yeo,Brisbane,MID,True,
262,elliot-himmelberg,Elliott Himmelberg,Free agents,"K-FWD,G-FWD",matched,Elliott Himmelberg,Adelaide,K-FWD,True,
49,eric-hipwood,Eric Hipwood,Brisbane Lions,"G-FWD,K-FWD",matched,Eric Hipwood,Brisbane,K-FWD,True,
128,errol-gulden,Errol Gulden,Carlton Blues,MID,matched,Errol Gulden,Sydney,MID,True,
30,esava-ratugolea,Esava Ratugolea,Adelaide Crows,"G-DEF,K-DEF",matched,Esava Ratugolea,Geelong,K-DEF,True,
635,ethan-read,Ethan Read,St Kilda Saints,"G-FWD,K-FWD",matched,Ethan Read,Gold Coast,K-FWD,True,
621,ewan-mackinlay,Ewan Mackinlay,Richmond Tigers,"MID,G-FWD",matched,Ewan Mackinlay,Port Adelaide,GEN_FWD,True,
393,finlay-macrae,Finlay Macrae,Geelong Cats,"G-FWD,MID",matched,Finlay Macrae,Collingwood,MID,True,
471,finn-callaghan,Finn Callaghan,Melbourne Demons,MID,matched,Finn Callaghan,GWS,MID,True,
275,finn-maginness,Finn Maginness,Free agents,G-FWD,matched,Finn Maginness,Hawthorn,GEN_FWD,True,
170,finn-o-sullivan,Finn O'Sullivan,Collingwood Magpies,"G-DEF,MID",matched,Finn O'Sullivan,North Melbourne,MID,True,
394,finnbar-maley,Finnbar Maley,Geelong Cats,K-FWD,matched,Finnbar Maley,North Melbourne,K-FWD,True,
101,finnegan-davis,Finnegan Davis,Carlton Blues,G-DEF,matched,Finnegan Davis,GWS,GEN_DEF,True,
212,flynn-perez,Flynn Perez,Brisbane Lions,"MID,G-DEF",matched,Flynn Perez,North Melbourne,GEN_DEF,True,
2,flynn-riley,Flynn Riley,Adelaide Crows,RUCK,matched,Flynn Riley,Carlton,RUCK,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
230,flynn-young,Flynn Young,Free agents,G-FWD,matched,Flynn Young,Carlton,GEN_FWD,True,
634,francis-evans,Francis Evans,St Kilda Saints,G-FWD,matched,Francis Evans,Geelong,GEN_FWD,True,
99,fred-rodriguez,Fred Rodriguez,Carlton Blues,G-FWD,matched,Fred Rodriguez,West Coast,MID,True,
545,george-hewett,George Hewett,Port Adelaide Power,MID,matched,George Hewett,Sydney,MID,True,
660,george-stevens,George Stevens,St Kilda Saints,MID,matched,George Stevens,Geelong,MID,True,
610,george-wardlaw,George Wardlaw,Richmond Tigers,MID,matched,George Wardlaw,North Melbourne,MID,True,
606,griffin-logue,Griffin Logue,Richmond Tigers,"G-DEF,K-DEF",matched,Griffin Logue,Fremantle,K-DEF,True,
85,gryan-miers,Gryan Miers,Brisbane Lions,G-FWD,matched,Gryan Miers,Geelong,GEN_FWD,True,
160,hamish-davis,Hamish Davis,Collingwood Magpies,MID,matched,Hamish Davis,West Coast,MID,True,
333,harley-barker,Harley Barker,Fremantle Dockers,MID,matched,Harley Barker,Geelong,MID,True,
477,harley-reid,Harley Reid,Melbourne Demons,MID,matched,Harley Reid,West Coast,MID,True,
161,harris-andrews,Harris Andrews,Collingwood Magpies,"G-DEF,K-DEF",matched,Harris Andrews,Brisbane,K-DEF,True,
566,harrison-coe,Harrison Coe,Port Adelaide Power,RUCK,matched,Harrison Coe,Collingwood,RUCK,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
681,harrison-himmelberg,Harrison Himmelberg,Sydney Swans,G-DEF,matched,Harrison Himmelberg,GWS,GEN_DEF,True,
267,harrison-jones,Harrison Jones,Free agents,"K-FWD,G-FWD",matched,Harrison Jones,Essendon,K-FWD,True,
422,harrison-oliver,Harrison Oliver,Hawthorn Hawks,G-DEF,matched,Harrison Oliver,GWS,GEN_DEF,True,
